Time,Humidity(%),Temperature(C)
00:49:12,77,31
01:49:16,77,31
02:49:20,78,31
03:49:24,78,31
04:49:28,77,31
05:49:32,76,31
06:49:37,77,31
07:49:42,77,31
08:49:46,77,31
09:49:50,78,31
10:49:55,78,31
11:49:59,77,31
12:50:03,77,31
13:50:08,77,31
14:50:12,77,31
15:50:16,76,31
16:50:20,76,32
17:50:24,76,32
18:50:29,75,32
19:50:33,76,32
20:50:37,74,32
21:50:41,73,32
22:50:45,70,32
23:10:33,74,32
23:12:47,75,32
23:13:37,74,31
